,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,neighborhood,latitude,longitude,showAddress,url,status,newDevelopment,hasLift,geometry
134,1,820.0,flat,rent,50.0,False,1,1,Calle José Villena,Madrid,Madrid,Ciudad Lineal,Ventas,40.4295771,-3.6543482,False,https://www.idealista.com/inmueble/87656265/,good,False,False,"{'type': 'Point', 'coordinates': (40.4295771, -3.6543482)}"
135,3,1200.0,flat,rent,105.0,True,3,2,barrio Salvador,Madrid,Madrid,San Blas,Salvador,40.4394696,-3.6334254,False,https://www.idealista.com/inmueble/87656214/,good,False,True,"{'type': 'Point', 'coordinates': (40.4394696, -3.6334254)}"
136,3,3250.0,flat,rent,200.0,True,5,4,Calle de Zurbano,Madrid,Madrid,Chamberí,Almagro,40.4344598,-3.6926476,False,https://www.idealista.com/inmueble/87656253/,good,False,True,"{'type': 'Point', 'coordinates': (40.4344598, -3.6926476)}"
137,2,1500.0,flat,rent,65.0,True,2,1,Calle del Doctor Castelo,Madrid,Madrid,Retiro,Ibiza,40.4217516,-3.6794045,False,https://www.idealista.com/inmueble/87656210/,good,False,True,"{'type': 'Point', 'coordinates': (40.4217516, -3.6794045)}"
139,2,1150.0,flat,rent,58.0,True,1,1,barrio Recoletos,Madrid,Madrid,Salamanca,Recoletos,40.4264867,-3.6842319,False,https://www.idealista.com/inmueble/87656235/,good,False,True,"{'type': 'Point', 'coordinates': (40.4264867, -3.6842319)}"
140,0,900.0,flat,rent,28.0,False,1,1,barrio Malasaña-Universidad,Madrid,Madrid,Centro,Malasaña-Universidad,40.4274236,-3.7037176,False,https://www.idealista.com/inmueble/87656227/,good,False,False,"{'type': 'Point', 'coordinates': (40.4274236, -3.7037176)}"
141,1,1300.0,flat,rent,50.0,True,1,1,Calle del Doctor Fleming,Madrid,Madrid,Chamartín,Nueva España,40.4593576,-3.6882212,False,https://www.idealista.com/inmueble/87656223/,renew,False,True,"{'type': 'Point', 'coordinates': (40.4593576, -3.6882212)}"
143,2,899.0,flat,rent,70.0,True,2,1,Calle de Isla de Formosa,Madrid,Madrid,Fuencarral,Tres Olivos - Valverde,40.4970396,-3.6858396,False,https://www.idealista.com/inmueble/87656189/,good,False,True,"{'type': 'Point', 'coordinates': (40.4970396, -3.6858396)}"
144,6,950.0,flat,rent,50.0,True,1,1,barrio Prosperidad,Madrid,Madrid,Chamartín,Prosperidad,40.4437112,-3.6719734,False,https://www.idealista.com/inmueble/87656182/,good,False,True,"{'type': 'Point', 'coordinates': (40.4437112, -3.6719734)}"
145,5,850.0,flat,rent,54.0,True,2,1,Calle de Canarias,Madrid,Madrid,Arganzuela,Palos de Moguer,40.4015927,-3.6913299,False,https://www.idealista.com/inmueble/87656160/,good,False,True,"{'type': 'Point', 'coordinates': (40.4015927, -3.6913299)}"
146,3,1300.0,flat,rent,62.0,True,1,1,Hermosilla,Madrid,Madrid,Salamanca,Recoletos,40.4246953,-3.6842252,False,https://www.idealista.com/inmueble/87656140/,good,False,True,"{'type': 'Point', 'coordinates': (40.4246953, -3.6842252)}"
147,5,1100.0,flat,rent,75.0,True,2,1,barrio Casa de Campo,Madrid,Madrid,Moncloa,Casa de Campo,40.4267684,-3.7269325,False,https://www.idealista.com/inmueble/87656122/,good,False,True,"{'type': 'Point', 'coordinates': (40.4267684, -3.7269325)}"
148,5,850.0,flat,rent,70.0,True,2,1,"Calle de Alcalá, 206",Madrid,Madrid,Salamanca,Fuente del Berro,40.4306063,-3.6629963,True,https://www.idealista.com/inmueble/87656107/,good,False,True,"{'type': 'Point', 'coordinates': (40.4306063, -3.6629963)}"
149,7,2950.0,flat,rent,212.0,True,4,3,Calle de Espronceda,Madrid,Madrid,Chamberí,Nuevos Ministerios-Ríos Rosas,40.4421387,-3.6929646,False,https://www.idealista.com/inmueble/87656117/,good,False,True,"{'type': 'Point', 'coordinates': (40.4421387, -3.6929646)}"
150,3,1400.0,flat,rent,120.0,True,3,2,Calle de Ana de Austria,Madrid,Madrid,Hortaleza,Sanchinarro,40.4963931,-3.6512837,False,https://www.idealista.com/inmueble/87656105/,good,False,True,"{'type': 'Point', 'coordinates': (40.4963931, -3.6512837)}"
151,2,1900.0,flat,rent,110.0,True,3,2,Calle del Noviciado,Madrid,Madrid,Centro,Malasaña-Universidad,40.4248613,-3.7091125,False,https://www.idealista.com/inmueble/87656062/,good,False,False,"{'type': 'Point', 'coordinates': (40.4248613, -3.7091125)}"
152,1,1250.0,flat,rent,40.0,True,2,1,barrio Huertas-Cortes,Madrid,Madrid,Centro,Huertas-Cortes,40.4115088,-3.6951711,False,https://www.idealista.com/inmueble/87656068/,good,False,True,"{'type': 'Point', 'coordinates': (40.4115088, -3.6951711)}"
153,1,725.0,flat,rent,42.0,True,1,1,Calle Antonio Zamora,Madrid,Madrid,Latina,Puerta del Ángel,40.4116185,-3.733035,False,https://www.idealista.com/inmueble/87656087/,good,False,True,"{'type': 'Point', 'coordinates': (40.4116185, -3.733035)}"
154,6,2990.0,flat,rent,120.0,True,3,2,barrio Recoletos,Madrid,Madrid,Salamanca,Recoletos,40.4293959,-3.6860874,False,https://www.idealista.com/inmueble/87656080/,good,False,True,"{'type': 'Point', 'coordinates': (40.4293959, -3.6860874)}"
155,3,1400.0,flat,rent,74.0,True,1,1,barrio Nueva España,Madrid,Madrid,Chamartín,Nueva España,40.4663214,-3.6817375,False,https://www.idealista.com/inmueble/87656055/,good,False,True,"{'type': 'Point', 'coordinates': (40.4663214, -3.6817375)}"
156,3,2100.0,flat,rent,100.0,True,3,2,barrio Goya,Madrid,Madrid,Salamanca,Goya,40.4271869,-3.6744098,False,https://www.idealista.com/inmueble/87656047/,good,False,True,"{'type': 'Point', 'coordinates': (40.4271869, -3.6744098)}"
157,2,1400.0,flat,rent,55.0,True,1,1,"marques de la ensenada, 16",Madrid,Madrid,Centro,Chueca-Justicia,40.4252675,-3.6920496,True,https://www.idealista.com/inmueble/31012676/,good,False,True,"{'type': 'Point', 'coordinates': (40.4252675, -3.6920496)}"
158,4,1340.0,flat,rent,120.0,True,3,2,Calle de la Sierra de Atapuerca,Madrid,Madrid,Fuencarral,Las Tablas,40.5013736,-3.6709114,False,https://www.idealista.com/inmueble/87656023/,good,False,True,"{'type': 'Point', 'coordinates': (40.5013736, -3.6709114)}"
159,5,1600.0,flat,rent,90.0,True,3,2,barrio Niño Jesús,Madrid,Madrid,Retiro,Niño Jesús,40.4109825,-3.6782811,False,https://www.idealista.com/inmueble/87656026/,good,False,True,"{'type': 'Point', 'coordinates': (40.4109825, -3.6782811)}"
162,3,950.0,flat,rent,63.0,True,1,1,barrio Lavapiés-Embajadores,Madrid,Madrid,Centro,Lavapiés-Embajadores,40.4050882,-3.6998052,False,https://www.idealista.com/inmueble/87655984/,good,False,False,"{'type': 'Point', 'coordinates': (40.4050882, -3.6998052)}"
164,1,660.0,flat,rent,41.0,True,1,1,Calle Santa Susana,Madrid,Madrid,Hortaleza,Pinar del Rey,40.4801794,-3.6449345,False,https://www.idealista.com/inmueble/87655950/,good,False,True,"{'type': 'Point', 'coordinates': (40.4801794, -3.6449345)}"
165,1,1900.0,flat,rent,135.0,True,5,2,Calle de Cea Bermúdez,Madrid,Madrid,Chamberí,Vallehermoso,40.4403588,-3.7147819,False,https://www.idealista.com/inmueble/87655932/,good,False,True,"{'type': 'Point', 'coordinates': (40.4403588, -3.7147819)}"
169,7,3900.0,flat,rent,287.0,True,5,3,barrio Castellana,Madrid,Madrid,Salamanca,Castellana,40.4362313,-3.685545,False,https://www.idealista.com/inmueble/87655926/,good,False,True,"{'type': 'Point', 'coordinates': (40.4362313, -3.685545)}"
170,6,2495.0,flat,rent,165.0,True,3,2,Diego de Leon,Madrid,Madrid,Salamanca,Castellana,40.4362644,-3.6844214,False,https://www.idealista.com/inmueble/87655902/,good,False,True,"{'type': 'Point', 'coordinates': (40.4362644, -3.6844214)}"
171,5,1500.0,flat,rent,74.0,True,1,1,barrio Nueva España,Madrid,Madrid,Chamartín,Nueva España,40.4631025,-3.6875385,False,https://www.idealista.com/inmueble/87655898/,good,False,True,"{'type': 'Point', 'coordinates': (40.4631025, -3.6875385)}"
173,6,690.0,flat,rent,48.0,True,1,1,Calle Santa Susana,Madrid,Madrid,Hortaleza,Pinar del Rey,40.4792557,-3.6457812,False,https://www.idealista.com/inmueble/87655886/,good,False,True,"{'type': 'Point', 'coordinates': (40.4792557, -3.6457812)}"
174,4,1100.0,flat,rent,60.0,False,1,1,barrio Jerónimos,Madrid,Madrid,Retiro,Jerónimos,40.4070441,-3.6869797,False,https://www.idealista.com/inmueble/87655867/,good,False,True,"{'type': 'Point', 'coordinates': (40.4070441, -3.6869797)}"
175,2,1250.0,flat,rent,60.0,False,1,1,barrio Malasaña-Universidad,Madrid,Madrid,Centro,Malasaña-Universidad,40.4244924,-3.7027128,False,https://www.idealista.com/inmueble/87655866/,good,False,True,"{'type': 'Point', 'coordinates': (40.4244924, -3.7027128)}"
176,1,1500.0,flat,rent,80.0,True,3,1,barrio Lista,Madrid,Madrid,Salamanca,Lista,40.4317629,-3.6726809,False,https://www.idealista.com/inmueble/87655852/,good,False,True,"{'type': 'Point', 'coordinates': (40.4317629, -3.6726809)}"
177,3,775.0,flat,rent,52.0,False,1,1,Calle de Cristóbal Bordiú,Madrid,Madrid,Chamberí,Nuevos Ministerios-Ríos Rosas,40.4412384,-3.7047948,False,https://www.idealista.com/inmueble/87655848/,good,False,False,"{'type': 'Point', 'coordinates': (40.4412384, -3.7047948)}"
178,5,2300.0,flat,rent,121.0,True,3,2,Goya,Madrid,Madrid,Salamanca,Goya,40.4233935,-3.6793304,False,https://www.idealista.com/inmueble/87655811/,good,False,True,"{'type': 'Point', 'coordinates': (40.4233935, -3.6793304)}"
179,1,1100.0,flat,rent,45.0,False,1,1,barrio Palos de Moguer,Madrid,Madrid,Arganzuela,Palos de Moguer,40.4041673,-3.6954085,False,https://www.idealista.com/inmueble/87655823/,good,False,True,"{'type': 'Point', 'coordinates': (40.4041673, -3.6954085)}"
180,5,1100.0,flat,rent,61.0,True,1,1,barrio Jerónimos,Madrid,Madrid,Retiro,Jerónimos,40.4122731,-3.6910691,False,https://www.idealista.com/inmueble/87655835/,good,False,True,"{'type': 'Point', 'coordinates': (40.4122731, -3.6910691)}"
181,3,3500.0,flat,rent,200.0,True,2,3,barrio El Viso,Madrid,Madrid,Chamartín,El Viso,40.4385908,-3.689454,False,https://www.idealista.com/inmueble/87655808/,good,False,True,"{'type': 'Point', 'coordinates': (40.4385908, -3.689454)}"
182,2,1900.0,flat,rent,120.0,True,3,2,barrio Lavapiés-Embajadores,Madrid,Madrid,Centro,Lavapiés-Embajadores,40.4133026,-3.707271,False,https://www.idealista.com/inmueble/87655828/,good,False,True,"{'type': 'Point', 'coordinates': (40.4133026, -3.707271)}"
183,9,1250.0,flat,rent,65.0,True,1,1,Calle del Doctor Fleming,Madrid,Madrid,Chamartín,Nueva España,40.4628576,-3.6865212,False,https://www.idealista.com/inmueble/87655805/,good,False,True,"{'type': 'Point', 'coordinates': (40.4628576, -3.6865212)}"
184,0,2050.0,flat,rent,110.0,True,2,2,Calle Santa María Magdalena,Madrid,Madrid,Chamartín,Nueva España,40.4607267,-3.6712029,False,https://www.idealista.com/inmueble/87655792/,good,False,True,"{'type': 'Point', 'coordinates': (40.4607267, -3.6712029)}"
185,2,1490.0,flat,rent,55.0,True,1,1,barrio Malasaña-Universidad,Madrid,Madrid,Centro,Malasaña-Universidad,40.4190187,-3.7038291,False,https://www.idealista.com/inmueble/87655764/,good,False,True,"{'type': 'Point', 'coordinates': (40.4190187, -3.7038291)}"
186,6,1250.0,flat,rent,120.0,True,4,2,barrio Opañel,Madrid,Madrid,Carabanchel,Opañel,40.3853275,-3.7265392,False,https://www.idealista.com/inmueble/87655760/,good,False,True,"{'type': 'Point', 'coordinates': (40.3853275, -3.7265392)}"
187,4,1350.0,flat,rent,98.0,True,2,2,Calle del Divino Pastor,Madrid,Madrid,Centro,Malasaña-Universidad,40.4267311,-3.7029491,False,https://www.idealista.com/inmueble/87655768/,unspecified,False,True,"{'type': 'Point', 'coordinates': (40.4267311, -3.7029491)}"
190,4,1050.0,flat,rent,85.0,True,3,2,barrio Quintana,Madrid,Madrid,Ciudad Lineal,Quintana,40.4406018,-3.6425872,False,https://www.idealista.com/inmueble/87655748/,good,False,False,"{'type': 'Point', 'coordinates': (40.4406018, -3.6425872)}"
191,1,1100.0,flat,rent,45.0,False,1,1,"Calle de María de Guzmán, 20",Madrid,Madrid,Chamberí,Nuevos Ministerios-Ríos Rosas,40.4440903,-3.7001983,True,https://www.idealista.com/inmueble/87655731/,good,False,False,"{'type': 'Point', 'coordinates': (40.4440903, -3.7001983)}"
193,0,750.0,flat,rent,33.0,True,1,1,Calle Bernardina García,Madrid,Madrid,Latina,Lucero,40.401011,-3.7489307,False,https://www.idealista.com/inmueble/87655711/,good,False,True,"{'type': 'Point', 'coordinates': (40.401011, -3.7489307)}"
194,4,1100.0,flat,rent,40.0,True,1,1,barrio Recoletos,Madrid,Madrid,Salamanca,Recoletos,40.4281395,-3.6863044,False,https://www.idealista.com/inmueble/87655721/,good,False,True,"{'type': 'Point', 'coordinates': (40.4281395, -3.6863044)}"
195,4,890.0,flat,rent,70.0,True,2,1,barrio Aluche,Madrid,Madrid,Latina,Aluche,40.385729,-3.7535566,False,https://www.idealista.com/inmueble/87655699/,good,False,False,"{'type': 'Point', 'coordinates': (40.385729, -3.7535566)}"
197,2,1400.0,flat,rent,124.0,True,3,2,"Calle hilarión eslava, 4",Madrid,Madrid,Chamberí,Gaztambide,40.4325354,-3.7166963,True,https://www.idealista.com/inmueble/30782720/,good,False,True,"{'type': 'Point', 'coordinates': (40.4325354, -3.7166963)}"
198,4,1500.0,flat,rent,85.0,False,3,2,Principe de Vergara,Madrid,Madrid,Chamartín,Nueva España,40.4601514,-3.6752632,False,https://www.idealista.com/inmueble/87655696/,good,False,True,"{'type': 'Point', 'coordinates': (40.4601514, -3.6752632)}"
199,1,950.0,flat,rent,55.0,True,1,1,"Calle Pérez Herrera, 7",Madrid,Madrid,Chamartín,Ciudad Jardín,40.4471172,-3.6723268,True,https://www.idealista.com/inmueble/87655695/,good,False,True,"{'type': 'Point', 'coordinates': (40.4471172, -3.6723268)}"
200,4,1500.0,flat,rent,80.0,False,3,2,Calle del Príncipe de Vergara,Madrid,Madrid,Chamartín,Bernabéu-Hispanoamérica,40.4597017,-3.679139,False,https://www.idealista.com/inmueble/87655691/,good,False,True,"{'type': 'Point', 'coordinates': (40.4597017, -3.679139)}"
201,1,1100.0,flat,rent,45.0,True,1,1,Calle de Tetuán,Madrid,Madrid,Centro,Sol,40.4165284,-3.7060203,False,https://www.idealista.com/inmueble/87655666/,good,False,True,"{'type': 'Point', 'coordinates': (40.4165284, -3.7060203)}"
202,0,675.0,flat,rent,55.0,True,3,1,Albares de la rivera,Madrid,Madrid,Carabanchel,Puerta Bonita,40.375466,-3.742919,False,https://www.idealista.com/inmueble/87655653/,good,False,False,"{'type': 'Point', 'coordinates': (40.375466, -3.742919)}"
203,1,1600.0,flat,rent,140.0,True,4,2,barrio Aluche,Madrid,Madrid,Latina,Aluche,40.394632,-3.753719,False,https://www.idealista.com/inmueble/87655660/,good,False,True,"{'type': 'Point', 'coordinates': (40.394632, -3.753719)}"
204,2,750.0,flat,rent,50.0,True,2,1,Calle Zaldívar,Madrid,Madrid,San Blas,Simancas,40.4317341,-3.6254247,False,https://www.idealista.com/inmueble/85868378/,good,False,True,"{'type': 'Point', 'coordinates': (40.4317341, -3.6254247)}"
205,3,1050.0,flat,rent,92.0,True,2,2,barrio Los Cármenes,Madrid,Madrid,Latina,Los Cármenes,40.404368,-3.7403425,False,https://www.idealista.com/inmueble/87655617/,good,False,True,"{'type': 'Point', 'coordinates': (40.404368, -3.7403425)}"
206,2,1700.0,flat,rent,150.0,True,2,2,Calle de Ayala,Madrid,Madrid,Salamanca,Goya,40.4286728,-3.6724815,False,https://www.idealista.com/inmueble/83240750/,unspecified,False,unspecified,"{'type': 'Point', 'coordinates': (40.4286728, -3.6724815)}"
207,3,1400.0,flat,rent,70.0,True,3,1,Calle Illescas,Madrid,Madrid,Latina,Aluche,40.39043,-3.75087,False,https://www.idealista.com/inmueble/87655571/,good,False,True,"{'type': 'Point', 'coordinates': (40.39043, -3.75087)}"
209,7,1150.0,flat,rent,75.0,True,2,2,barrio Pau de Carabanchel,Madrid,Madrid,Carabanchel,Pau de Carabanchel,40.371134,-3.7423,False,https://www.idealista.com/inmueble/87655551/,good,False,True,"{'type': 'Point', 'coordinates': (40.371134, -3.7423)}"
210,0,800.0,flat,rent,40.0,True,1,1,barrio Valdezarza,Madrid,Madrid,Moncloa,Valdezarza,40.4642475,-3.7202467,False,https://www.idealista.com/inmueble/87655536/,good,False,True,"{'type': 'Point', 'coordinates': (40.4642475, -3.7202467)}"
211,1,850.0,flat,rent,55.0,True,2,1,Calle Francisco de Diego,Madrid,Madrid,Moncloa,Ciudad Universitaria,40.4583503,-3.7155095,False,https://www.idealista.com/inmueble/87655535/,good,False,False,"{'type': 'Point', 'coordinates': (40.4583503, -3.7155095)}"
212,1,1000.0,flat,rent,40.0,False,2,1,barrio Casa de Campo,Madrid,Madrid,Moncloa,Casa de Campo,40.421861,-3.7230962,False,https://www.idealista.com/inmueble/87655528/,good,False,True,"{'type': 'Point', 'coordinates': (40.421861, -3.7230962)}"
213,7,1350.0,flat,rent,73.0,True,3,2,barrio Prosperidad,Madrid,Madrid,Chamartín,Prosperidad,40.4466146,-3.6681566,False,https://www.idealista.com/inmueble/87655471/,good,False,True,"{'type': 'Point', 'coordinates': (40.4466146, -3.6681566)}"
214,6,2800.0,penthouse,rent,146.0,True,4,2,Calle de Ferraz,Madrid,Madrid,Moncloa,Argüelles,40.4285908,-3.721478,False,https://www.idealista.com/inmueble/87655496/,good,False,True,"{'type': 'Point', 'coordinates': (40.4285908, -3.721478)}"
215,6,1620.0,flat,rent,140.0,True,4,2,barrio Sanchinarro,Madrid,Madrid,Hortaleza,Sanchinarro,40.4883555,-3.6536613,False,https://www.idealista.com/inmueble/87655478/,good,False,True,"{'type': 'Point', 'coordinates': (40.4883555, -3.6536613)}"
216,7,1200.0,flat,rent,70.0,True,2,1,"Calle Fundadores, 10",Madrid,Madrid,Salamanca,Fuente del Berro,40.4244783,-3.6671961,True,https://www.idealista.com/inmueble/87655486/,good,False,True,"{'type': 'Point', 'coordinates': (40.4244783, -3.6671961)}"
217,1,2400.0,flat,rent,200.0,True,5,3,Avenida de Pío XII,Madrid,Madrid,Chamartín,Nueva España,40.4628075,-3.6740308,False,https://www.idealista.com/inmueble/87655464/,good,False,True,"{'type': 'Point', 'coordinates': (40.4628075, -3.6740308)}"
218,4,1350.0,flat,rent,95.0,True,2,1,barrio Palacio,Madrid,Madrid,Centro,Palacio,40.4151139,-3.7084356,False,https://www.idealista.com/inmueble/87655459/,good,False,False,"{'type': 'Point', 'coordinates': (40.4151139, -3.7084356)}"
219,2,1050.0,flat,rent,60.0,False,1,1,barrio Malasaña-Universidad,Madrid,Madrid,Centro,Malasaña-Universidad,40.4273026,-3.7091212,False,https://www.idealista.com/inmueble/87655422/,good,False,True,"{'type': 'Point', 'coordinates': (40.4273026, -3.7091212)}"
220,2,2750.0,flat,rent,210.0,True,3,3,Calle de Juan de Austria,Madrid,Madrid,Chamberí,Trafalgar,40.4326288,-3.700701,False,https://www.idealista.com/inmueble/87655409/,good,False,True,"{'type': 'Point', 'coordinates': (40.4326288, -3.700701)}"
221,4,1100.0,flat,rent,65.0,True,1,1,barrio Malasaña-Universidad,Madrid,Madrid,Centro,Malasaña-Universidad,40.4206786,-3.703819,False,https://www.idealista.com/inmueble/87655406/,good,False,True,"{'type': 'Point', 'coordinates': (40.4206786, -3.703819)}"
223,1,1150.0,flat,rent,60.0,True,1,1,barrio Huertas-Cortes,Madrid,Madrid,Centro,Huertas-Cortes,40.4128422,-3.6951903,False,https://www.idealista.com/inmueble/87655378/,good,False,True,"{'type': 'Point', 'coordinates': (40.4128422, -3.6951903)}"
224,6,1500.0,penthouse,rent,71.0,True,2,1,Calle de Espronceda,Madrid,Madrid,Chamberí,Nuevos Ministerios-Ríos Rosas,40.439685,-3.6954249,False,https://www.idealista.com/inmueble/87655389/,good,False,True,"{'type': 'Point', 'coordinates': (40.439685, -3.6954249)}"
225,0,1050.0,flat,rent,76.0,True,1,1,barrio Prosperidad,Madrid,Madrid,Chamartín,Prosperidad,40.4429578,-3.6765602,False,https://www.idealista.com/inmueble/87655377/,good,False,True,"{'type': 'Point', 'coordinates': (40.4429578, -3.6765602)}"
226,3,750.0,flat,rent,55.0,True,2,1,Calle de Cabello Lapiedra,Madrid,Madrid,Latina,Puerta del Ángel,40.4118124,-3.7322322,False,https://www.idealista.com/inmueble/87655368/,good,False,False,"{'type': 'Point', 'coordinates': (40.4118124, -3.7322322)}"
228,2,850.0,flat,rent,36.0,True,1,1,barrio Vallehermoso,Madrid,Madrid,Chamberí,Vallehermoso,40.4437429,-3.7196057,False,https://www.idealista.com/inmueble/87655332/,good,False,True,"{'type': 'Point', 'coordinates': (40.4437429, -3.7196057)}"
230,2,1400.0,flat,rent,65.0,True,2,1,barrio Concepción,Madrid,Madrid,Ciudad Lineal,Concepción,40.4418174,-3.6473551,False,https://www.idealista.com/inmueble/87655358/,good,False,True,"{'type': 'Point', 'coordinates': (40.4418174, -3.6473551)}"
232,6,1500.0,flat,rent,80.0,True,2,1,Plaza de las Cortes,Madrid,Madrid,Centro,Huertas-Cortes,40.4152483,-3.6954457,False,https://www.idealista.com/inmueble/87655349/,good,False,True,"{'type': 'Point', 'coordinates': (40.4152483, -3.6954457)}"
